day,pressure,maxtemp,temp,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall,dew_excess
339,9.25,20.6,16.6,14.8,11.5,65.0,49.0,9.1,10.0,27.4,0,5.100000000000001
340,10.350000000000023,17.4,14.8,11.6,11.6,77.0,88.0,0.1,50.0,25.1,1,3.200000000000001
341,10.849999999999909,17.5,14.8,14.0,10.0,73.0,88.0,0.0,20.0,29.0,0,4.800000000000001
342,9.049999999999955,15.5,13.7,11.6,1.7,95.0,94.0,0.0,20.0,33.2,1,12.0
343,5.149999999999977,21.4,18.8,17.5,18.1,70.0,67.0,2.9,20.0,12.3,1,0.6999999999999993
344,9.649999999999977,21.4,19.4,18.6,17.4,70.0,59.0,5.7,20.0,10.3,0,2.0
345,9.149999999999977,18.0,14.8,13.6,11.6,75.0,88.0,0.0,30.0,20.0,1,3.200000000000001
346,3.5499999999999545,23.5,22.2,20.1,18.0,75.0,79.0,4.5,80.0,25.5,1,4.199999999999999
347,5.649999999999977,21.3,19.7,18.3,15.5,86.0,83.0,0.6,20.0,20.5,1,4.199999999999999
348,8.049999999999955,15.5,13.8,11.6,11.6,93.0,88.0,0.0,20.0,24.2,1,2.200000000000001
349,7.350000000000023,16.2,15.2,14.6,14.7,93.0,88.0,0.1,60.0,33.4,1,0.5
350,7.350000000000023,18.8,16.5,13.9,12.0,73.0,90.0,0.0,40.0,30.3,1,4.5
351,10.149999999999977,20.6,18.8,16.4,15.0,58.0,57.0,9.0,60.0,19.2,0,3.8000000000000007
352,3.5499999999999545,22.3,20.7,20.4,19.6,90.0,88.0,0.0,50.0,28.3,1,1.0999999999999979
353,4.75,18.6,17.7,15.8,14.9,79.0,91.0,0.0,70.0,26.1,1,2.799999999999999
354,3.4500000000000455,22.9,20.3,19.1,17.6,85.0,89.0,0.6,40.0,22.2,1,2.6999999999999993
355,9.149999999999977,21.3,20.7,19.6,16.4,76.0,44.0,3.0,50.0,24.9,0,4.300000000000001
356,10.75,20.3,20.5,17.8,14.5,77.0,86.0,0.0,60.0,34.3,1,6.0
357,7.149999999999977,19.6,18.0,16.4,13.3,77.0,91.0,0.0,20.0,28.6,1,4.699999999999999
358,4.4500000000000455,20.6,16.8,14.6,12.1,79.0,80.0,2.3,60.0,33.0,1,4.700000000000001
359,4.25,17.5,16.4,15.8,15.9,85.0,91.0,1.5,50.0,19.0,1,0.4999999999999982
360,3.4500000000000455,16.7,15.5,14.8,13.6,97.0,93.0,0.0,50.0,25.1,1,1.9000000000000004
361,1.9500000000000455,17.5,16.6,15.6,15.5,95.0,88.0,0.0,60.0,37.7,1,1.1000000000000014
362,-1.75,20.9,17.4,16.6,16.0,87.0,90.0,0.6,20.0,23.3,1,1.3999999999999986
363,-0.6499999999999773,20.5,19.2,18.4,17.9,93.0,93.0,0.0,30.0,31.9,1,1.3000000000000007
364,1.0499999999999545,19.7,18.4,16.4,16.4,82.0,81.0,2.4,20.0,30.0,1,2.0
365,0.049999999999954525,17.4,16.6,15.3,15.4,96.0,91.0,1.6,60.0,43.8,1,1.200000000000001
1,0.14999999999997726,16.2,15.2,13.9,15.9,86.0,88.0,0.0,20.0,43.1,1,-0.7000000000000011
2,1.0499999999999545,23.1,20.7,17.6,18.5,92.0,88.0,0.6,70.0,41.4,1,2.1999999999999993
3,1.6499999999999773,16.4,15.3,14.4,14.0,96.0,100.0,0.0,50.0,55.5,1,1.3000000000000007
4,19.049999999999955,17.3,17.3,16.7,16.6,73.0,83.0,0.0,30.0,19.3,1,0.6999999999999993
5,14.650000000000091,17.3,14.8,11.7,9.6,77.0,89.0,0.0,20.0,42.0,1,5.200000000000001
6,12.650000000000091,17.0,13.7,12.4,9.8,96.0,94.0,0.0,30.0,21.9,1,3.8999999999999986
7,7.5499999999999545,12.2,10.2,7.7,2.7,46.0,29.0,9.0,20.0,26.0,0,7.499999999999999
8,4.5499999999999545,17.2,17.9,16.0,15.7,98.0,93.0,0.0,40.0,59.5,1,2.1999999999999993
9,9.649999999999977,11.6,11.3,10.9,8.4,59.0,86.0,0.0,30.0,28.6,1,2.9000000000000004
10,14.349999999999909,17.2,15.5,12.7,9.9,76.0,89.0,0.5,20.0,48.0,1,5.6
11,0.4500000000000455,16.3,15.2,14.6,13.3,90.0,100.0,0.0,70.0,30.0,1,1.8999999999999986
12,14.25,14.3,13.4,11.6,3.4,72.0,95.0,0.0,20.0,22.0,1,10.0
13,-1.75,18.6,17.4,15.4,16.0,77.0,88.0,0.1,30.0,32.5,1,1.3999999999999986
14,11.049999999999955,17.4,12.9,10.9,8.1,77.0,93.0,0.0,20.0,26.8,1,4.800000000000001
15,10.049999999999955,18.2,16.5,14.5,12.5,72.0,51.0,10.0,30.0,11.3,0,4.0
16,21.34999999999991,10.4,8.7,7.0,2.4,46.0,19.0,10.0,20.0,34.3,0,6.299999999999999
17,11.450000000000045,15.1,13.7,11.6,6.0,59.0,86.0,10.2,20.0,19.3,1,7.699999999999999
18,11.049999999999955,14.3,13.3,12.5,10.7,73.0,88.0,0.1,60.0,32.9,1,2.6000000000000014
19,11.150000000000091,19.1,17.4,14.6,13.0,70.0,46.0,10.1,60.0,11.3,0,4.399999999999999
20,10.549999999999955,20.2,16.6,14.4,11.4,78.0,2.0,10.2,40.0,9.6,0,5.200000000000001
21,7.350000000000023,15.3,13.8,11.4,3.9,76.0,93.0,0.0,20.0,40.0,1,9.9
22,12.150000000000091,20.1,18.4,15.2,13.3,74.0,72.0,7.6,20.0,9.2,0,5.099999999999998
23,1.3500000000000227,18.5,17.3,16.1,16.1,98.0,100.0,0.0,50.0,20.0,1,1.1999999999999993
24,-0.75,22.8,20.9,19.6,19.0,86.0,88.0,0.0,200.0,22.5,1,1.8999999999999986
25,6.649999999999977,20.5,19.6,17.6,16.4,90.0,97.0,0.0,40.0,26.8,1,3.200000000000003
26,0.4500000000000455,19.4,18.1,17.2,15.3,96.0,96.0,0.0,10.0,14.3,1,2.8000000000000007
27,0.14999999999997726,18.9,17.7,16.9,16.8,90.0,89.0,1.2,70.0,44.7,1,0.8999999999999986
28,0.049999999999954525,24.3,21.5,19.9,19.3,91.0,78.0,1.5,40.0,14.5,1,2.1999999999999993
29,0.4500000000000455,24.9,21.3,20.5,19.2,89.0,88.0,0.6,70.0,32.4,1,2.1000000000000014
30,8.049999999999955,25.5,20.6,19.1,12.3,70.0,38.0,9.6,20.0,11.3,0,8.3
31,1.75,24.8,22.4,20.8,17.8,79.0,80.0,3.6,70.0,33.5,1,4.599999999999998
32,-0.25,24.9,22.2,20.3,19.9,81.0,88.0,2.2,20.0,25.9,0,2.3000000000000007
33,-0.14999999999997726,24.6,21.3,19.1,20.6,90.0,81.0,2.1,40.0,23.3,1,0.6999999999999993
34,1.4500000000000455,24.3,22.2,20.7,16.9,79.0,85.0,2.4,20.0,25.0,1,5.300000000000001
35,10.350000000000023,23.8,20.7,19.2,15.0,71.0,53.0,10.0,70.0,43.1,1,5.699999999999999
36,1.25,19.7,17.8,16.9,16.8,95.0,95.0,0.0,30.0,22.3,1,1.0
37,4.4500000000000455,17.1,16.1,15.6,15.5,95.0,93.0,0.0,40.0,14.5,1,0.6000000000000014
38,7.350000000000023,25.1,21.8,19.2,16.4,71.0,88.0,0.6,20.0,40.0,1,5.400000000000002
39,3.4500000000000455,18.5,16.5,15.6,14.8,95.0,95.0,0.0,60.0,40.4,1,1.6999999999999993
40,2.5499999999999545,20.4,18.4,17.2,15.0,74.0,90.0,0.0,70.0,33.5,1,3.3999999999999986
41,4.9500000000000455,25.3,22.4,20.3,19.8,83.0,81.0,1.8,70.0,9.2,0,2.599999999999998
42,3.75,24.8,22.3,20.3,17.3,82.0,49.0,6.5,60.0,20.5,1,5.0
43,13.650000000000091,18.1,17.4,16.6,12.6,79.0,72.0,6.5,40.0,19.0,0,4.799999999999999
44,7.25,15.2,14.6,14.6,12.5,90.0,80.0,0.0,50.0,39.5,1,2.0999999999999996
45,3.75,16.7,15.5,14.7,14.6,82.0,94.0,0.0,70.0,41.4,1,0.9000000000000004
46,1.75,20.3,18.1,17.1,15.5,91.0,87.0,0.7,40.0,14.0,1,2.6000000000000014
47,-0.25,15.8,15.3,14.7,11.0,79.0,93.0,0.0,70.0,39.5,1,4.300000000000001
48,1.3500000000000227,20.3,18.4,15.7,16.4,94.0,91.0,0.3,20.0,10.2,1,2.0
49,0.4500000000000455,22.3,20.1,18.8,19.2,91.0,80.0,0.0,40.0,12.4,1,0.9000000000000021
50,7.149999999999977,15.8,12.5,11.8,11.1,75.0,88.0,0.0,20.0,21.9,1,1.4000000000000004
51,0.14999999999997726,21.0,19.0,17.1,18.7,95.0,100.0,0.0,50.0,28.6,1,0.3000000000000007
52,4.9500000000000455,22.6,18.2,17.7,16.0,96.0,99.0,0.0,60.0,22.5,1,2.1999999999999993
53,4.5499999999999545,15.5,13.6,11.4,11.1,96.0,100.0,0.0,20.0,34.2,1,2.5
54,7.649999999999977,17.3,15.4,13.4,9.6,93.0,95.0,0.0,20.0,18.8,1,5.800000000000001
55,4.4500000000000455,23.0,20.8,18.2,15.0,77.0,53.0,10.2,70.0,39.5,0,5.800000000000001
56,2.3500000000000227,19.1,17.5,16.8,16.6,97.0,95.0,0.0,40.0,23.2,1,0.8999999999999986
57,5.649999999999977,16.3,15.3,14.2,13.3,92.0,95.0,0.0,70.0,34.8,1,2.0
58,-1.0499999999999545,24.8,21.6,19.6,19.1,87.0,88.0,0.6,50.0,16.4,1,2.5
59,-1.25,25.2,21.3,20.2,19.9,79.0,88.0,2.0,80.0,26.8,1,1.4000000000000021
60,5.149999999999977,25.3,21.2,19.9,18.2,83.0,85.0,3.2,40.0,13.8,1,3.0
61,-1.0499999999999545,20.4,17.8,16.9,16.1,90.0,90.0,2.1,60.0,39.7,1,1.6999999999999993
62,1.6499999999999773,20.8,18.1,16.9,15.8,78.0,88.0,0.0,20.0,39.3,1,2.3000000000000007
63,2.25,17.4,16.6,15.4,15.7,98.0,99.0,0.0,60.0,36.0,1,0.9000000000000021
64,5.149999999999977,17.2,16.3,15.3,15.3,95.0,100.0,0.2,30.0,41.3,1,1.0
65,7.149999999999977,16.2,15.9,14.5,9.5,72.0,44.0,10.7,20.0,35.3,0,6.4
66,5.149999999999977,19.2,17.3,16.4,11.8,62.0,46.0,10.9,40.0,20.5,0,5.5
67,7.149999999999977,23.1,18.3,17.4,16.8,64.0,29.0,6.7,20.0,29.2,0,1.5
68,3.5499999999999545,23.1,18.4,17.2,20.5,68.0,19.0,10.2,40.0,24.8,0,-2.1000000000000014
69,9.450000000000045,17.3,15.7,12.3,11.8,78.0,40.0,9.1,20.0,38.3,0,3.8999999999999986
70,3.25,17.1,16.3,15.3,13.7,79.0,89.0,0.0,20.0,28.8,1,2.6000000000000014
71,-0.25,21.6,20.9,19.0,18.9,92.0,87.0,2.5,30.0,22.8,1,2.0
72,4.649999999999977,16.7,15.6,14.0,11.0,92.0,93.0,0.0,40.0,20.4,0,4.6
73,2.9500000000000455,25.4,22.4,21.0,20.6,92.0,88.0,0.4,40.0,17.2,1,1.7999999999999972
74,2.6499999999999773,23.3,21.1,20.5,17.3,96.0,88.0,0.1,80.0,7.9,1,3.8000000000000007
75,0.6499999999999773,24.9,22.3,20.6,21.4,86.0,88.0,0.2,80.0,19.7,1,0.9000000000000021
76,-0.14999999999997726,25.2,23.1,20.7,20.7,86.0,83.0,5.6,30.0,30.0,1,2.400000000000002
77,-0.049999999999954525,24.9,23.3,21.1,22.3,95.0,81.0,0.0,50.0,28.7,1,1.0
78,2.1499999999999773,26.5,23.2,21.0,21.9,80.0,80.0,0.5,20.0,14.6,1,1.3000000000000007
79,2.1499999999999773,25.9,24.5,23.8,12.5,79.0,38.0,10.4,60.0,9.8,0,12.0
80,-1.6499999999999773,25.5,23.8,22.5,21.5,87.0,88.0,1.6,70.0,35.1,1,2.3000000000000007
81,1.9500000000000455,25.3,24.8,23.1,23.2,92.0,85.0,0.3,190.0,20.5,1,1.6000000000000014
82,-2.1499999999999773,24.9,22.4,20.2,19.9,78.0,85.0,1.1,60.0,5.7,1,2.5
83,3.25,26.4,23.3,20.6,22.1,80.0,78.0,1.6,200.0,11.9,1,1.1999999999999993
84,-1.6499999999999773,26.0,24.3,23.1,22.6,93.0,86.0,0.1,70.0,18.1,1,1.6999999999999993
85,-0.75,26.6,24.7,23.5,18.8,76.0,81.0,0.3,60.0,15.3,1,5.899999999999999
86,7.0499999999999545,27.5,24.4,24.4,20.4,76.0,77.0,1.5,50.0,13.0,1,4.0
87,-0.35000000000002274,25.9,25.9,24.4,23.3,91.0,88.0,1.5,90.0,31.8,1,2.599999999999998
88,-0.75,27.9,25.5,22.4,23.8,92.0,89.0,0.7,170.0,11.7,1,1.6999999999999993
89,0.25,27.6,25.8,23.6,23.5,86.0,84.0,0.6,70.0,15.7,1,2.3000000000000007
90,-4.75,27.6,25.4,24.0,24.2,94.0,85.0,1.5,40.0,14.2,1,1.1999999999999993
91,-0.9500000000000455,27.3,25.1,23.4,22.6,89.0,83.0,6.0,90.0,32.2,1,2.5
92,-0.75,23.4,22.8,20.4,19.3,91.0,88.0,0.1,70.0,33.4,1,3.5
93,-3.4500000000000455,27.7,25.4,24.1,24.2,89.0,84.0,1.0,190.0,12.6,1,1.1999999999999993
94,3.3500000000000227,26.5,25.3,24.1,24.2,94.0,88.0,1.0,40.0,14.5,1,1.1000000000000014
95,-5.149999999999977,28.4,26.0,24.0,22.1,88.0,84.0,3.5,210.0,13.3,1,3.8999999999999986
96,-2.0499999999999545,27.4,25.8,24.8,22.3,87.0,89.0,0.6,70.0,25.1,1,3.5
97,-5.350000000000023,28.4,26.5,25.5,23.8,87.0,84.0,1.2,70.0,34.0,1,2.6999999999999993
98,-0.75,27.2,25.6,24.8,21.6,85.0,78.0,0.0,70.0,16.7,1,4.0
99,-4.9500000000000455,29.0,26.6,24.8,22.3,89.0,88.0,3.2,80.0,12.7,1,4.300000000000001
100,-0.25,28.2,25.5,24.0,22.3,80.0,84.0,2.3,80.0,8.9,1,3.1999999999999993
101,-0.14999999999997726,29.1,26.2,24.7,23.8,87.0,83.0,3.3,80.0,15.4,1,2.3999999999999986
102,-6.350000000000023,27.5,25.0,24.9,22.1,89.0,88.0,0.5,240.0,10.2,0,2.8999999999999986
103,-1.8500000000000227,29.2,26.9,25.5,23.2,89.0,83.0,3.6,50.0,11.3,0,3.6999999999999993
104,-2.75,27.8,25.8,24.7,20.4,87.0,88.0,0.6,80.0,14.6,1,5.400000000000002
105,0.75,26.3,25.0,24.7,24.7,88.0,89.0,0.2,80.0,9.9,1,0.3000000000000007
106,-1.6499999999999773,30.1,26.8,22.8,23.2,87.0,82.0,2.2,100.0,16.5,1,3.6000000000000014
107,-2.75,29.8,24.9,23.2,22.9,81.0,82.0,2.4,70.0,18.6,1,2.0
108,-0.9500000000000455,27.6,25.4,24.8,24.2,85.0,82.0,1.3,200.0,10.2,1,1.1999999999999993
109,-1.25,28.6,26.5,25.5,23.1,88.0,84.0,1.1,80.0,13.0,1,3.3999999999999986
110,-3.8500000000000227,30.6,28.3,26.5,24.6,83.0,88.0,5.3,220.0,8.9,1,3.6999999999999993
111,-1.0499999999999545,26.9,25.4,25.3,22.2,89.0,80.0,2.8,40.0,15.1,1,3.1999999999999993
112,-5.149999999999977,28.8,25.7,24.8,23.1,89.0,88.0,1.6,240.0,15.8,1,2.599999999999998
113,0.049999999999954525,30.6,27.0,25.8,23.7,83.0,81.0,1.2,50.0,11.1,0,3.3000000000000007
114,-2.9500000000000455,26.2,23.1,21.1,21.9,90.0,77.0,2.2,40.0,14.5,1,1.2000000000000028
115,-1.8500000000000227,25.2,23.1,21.0,20.9,79.0,79.0,3.1,40.0,26.5,0,2.200000000000003
116,-2.9500000000000455,27.5,25.9,23.7,21.6,82.0,88.0,6.6,20.0,18.8,1,4.299999999999997
117,-4.5499999999999545,31.0,27.8,26.1,24.4,76.0,82.0,2.7,20.0,12.9,1,3.400000000000002
118,-2.9500000000000455,26.5,25.9,24.3,22.4,84.0,80.0,3.5,80.0,21.6,1,3.5
119,-3.3500000000000227,27.7,25.3,24.4,22.5,89.0,84.0,1.0,220.0,25.0,1,2.8000000000000007
120,-5.25,27.9,27.8,26.4,25.0,89.0,88.0,1.0,130.0,18.4,1,2.8000000000000007
121,-6.350000000000023,30.4,27.9,24.5,23.7,81.0,83.0,3.3,20.0,15.3,1,4.199999999999999
122,-1.8500000000000227,29.2,27.1,24.4,23.0,82.0,85.0,6.0,110.0,37.5,1,4.100000000000001
123,-1.75,29.1,26.8,24.5,23.4,83.0,85.0,1.6,50.0,8.6,1,3.400000000000002
124,-5.4500000000000455,28.8,26.7,25.4,24.4,87.0,84.0,1.6,50.0,7.9,1,2.3000000000000007
125,-5.149999999999977,30.4,27.8,25.9,24.4,89.0,88.0,1.6,220.0,30.3,1,3.400000000000002
126,-3.1499999999999773,29.2,26.6,24.1,22.1,89.0,87.0,2.6,220.0,23.7,1,4.5
127,-5.149999999999977,28.0,26.8,25.9,25.5,85.0,84.0,0.7,70.0,14.8,1,1.3000000000000007
128,-6.350000000000023,28.7,26.6,25.4,25.4,87.0,88.0,0.3,80.0,20.7,1,1.2000000000000028
129,-4.850000000000023,28.4,27.0,25.5,25.4,89.0,88.0,0.4,190.0,12.1,1,1.6000000000000014
130,-0.75,31.3,28.0,26.4,25.5,82.0,80.0,4.1,70.0,29.0,1,2.5
131,-4.9500000000000455,31.2,29.7,28.4,26.1,84.0,89.0,1.6,130.0,16.7,1,3.599999999999998
132,-4.5499999999999545,32.8,30.1,28.0,26.0,79.0,78.0,9.2,220.0,16.4,1,4.100000000000001
133,-4.149999999999977,33.0,30.0,27.1,26.2,77.0,70.0,6.1,80.0,21.3,1,3.8000000000000007
134,-4.75,30.9,27.0,24.7,25.8,84.0,85.0,3.1,220.0,9.8,1,1.1999999999999993
135,-3.8500000000000227,33.3,30.2,27.0,24.3,82.0,83.0,2.2,220.0,24.4,1,5.899999999999999
136,-6.4500000000000455,33.1,30.3,28.0,25.0,80.0,77.0,7.6,220.0,20.7,1,5.300000000000001
137,-4.850000000000023,31.2,29.1,26.7,25.4,81.0,78.0,3.2,220.0,15.3,1,3.700000000000003
138,-3.9500000000000455,31.4,29.6,28.0,25.6,86.0,82.0,1.0,220.0,21.6,1,4.0
139,-4.850000000000023,29.6,27.5,25.4,25.4,87.0,82.0,2.3,50.0,15.5,1,2.1000000000000014
140,-4.5499999999999545,33.4,30.1,28.4,25.4,67.0,77.0,9.4,220.0,30.2,1,4.700000000000003
141,-6.9500000000000455,33.2,29.9,28.0,26.0,74.0,86.0,3.5,220.0,40.0,1,3.8999999999999986
142,-5.75,28.5,26.5,24.0,23.4,61.0,87.0,1.6,20.0,19.4,0,3.1000000000000014
143,-4.649999999999977,32.8,30.0,28.1,25.8,79.0,86.0,2.1,240.0,20.0,1,4.199999999999999
144,-7.149999999999977,32.6,30.0,27.6,25.4,74.0,48.0,10.9,80.0,7.4,0,4.600000000000001
145,-8.350000000000023,29.1,27.1,25.0,26.4,92.0,96.0,0.6,250.0,14.5,1,0.7000000000000028
146,-7.350000000000023,27.8,26.7,25.3,25.2,93.0,88.0,0.3,250.3,21.2,1,1.5
147,-4.149999999999977,28.2,26.3,25.6,23.0,80.0,83.0,1.4,230.0,5.9,1,3.3000000000000007
148,-4.4500000000000455,30.7,27.4,23.3,24.2,67.0,80.0,8.6,110.0,17.2,1,3.1999999999999993
149,-5.149999999999977,32.4,28.3,26.8,24.8,74.0,62.0,7.7,240.0,23.9,0,3.5
150,-4.75,31.8,29.6,26.9,25.7,79.0,69.0,6.7,240.0,13.0,0,3.900000000000002
151,-4.75,33.2,30.8,27.4,24.1,71.0,48.0,10.0,230.0,23.4,0,6.699999999999999
152,-4.850000000000023,33.1,30.6,28.4,24.7,72.0,34.0,11.1,170.0,12.6,0,5.900000000000002
153,-5.4500000000000455,33.2,30.7,28.0,25.8,79.0,48.0,10.0,220.0,10.0,0,4.899999999999999
154,-3.9500000000000455,33.8,30.3,29.3,26.3,78.0,78.0,7.4,200.0,9.8,0,4.0
155,-4.850000000000023,35.1,30.6,28.1,25.9,78.0,25.0,11.1,110.0,13.4,0,4.700000000000003
156,-2.9500000000000455,33.1,30.1,27.3,25.4,74.0,46.0,10.4,180.0,25.1,1,4.700000000000003
157,-5.149999999999977,32.9,30.4,27.4,25.6,82.0,62.0,5.5,80.0,19.0,1,4.799999999999997
158,-7.9500000000000455,30.0,28.4,26.1,25.7,79.0,88.0,3.0,40.0,7.3,1,2.6999999999999993
159,-5.149999999999977,33.9,30.6,27.4,24.7,74.0,61.0,6.0,130.0,10.2,1,5.900000000000002
160,-4.75,32.4,30.0,28.7,25.0,72.0,49.0,10.1,230.0,9.1,0,5.0
161,-5.149999999999977,33.0,30.7,28.4,25.9,81.0,70.0,7.0,230.0,13.3,1,4.800000000000001
162,-7.75,31.4,28.3,26.3,25.0,89.0,83.0,0.4,80.0,15.1,1,3.3000000000000007
163,-8.149999999999977,33.0,30.0,28.4,24.7,78.0,77.0,7.4,230.0,21.9,1,5.300000000000001
164,-4.850000000000023,32.3,29.2,28.1,25.0,75.0,41.0,8.0,230.0,28.4,0,4.199999999999999
165,-5.149999999999977,33.3,30.1,28.1,25.8,78.0,72.0,7.7,190.0,12.4,0,4.300000000000001
166,-5.350000000000023,32.8,29.0,27.5,25.6,80.0,77.0,6.5,230.0,15.8,0,3.3999999999999986
167,-6.149999999999977,31.9,28.9,26.3,24.7,81.0,84.0,1.3,130.0,26.0,1,4.199999999999999
168,-4.4500000000000455,31.1,28.6,27.7,25.9,81.0,81.0,2.2,200.0,32.4,1,2.700000000000003
169,-10.75,33.7,30.1,29.1,26.7,82.0,69.0,6.0,220.0,22.9,1,3.400000000000002
170,-13.049999999999955,32.5,30.1,28.0,25.5,78.0,79.0,6.6,200.0,12.8,0,4.600000000000001
171,-3.4500000000000455,31.7,28.9,25.6,25.0,85.0,82.0,3.6,220.0,22.3,1,3.8999999999999986
172,-11.049999999999955,30.4,28.4,27.7,25.3,82.0,60.0,1.1,60.0,25.0,1,3.099999999999998
173,-7.5499999999999545,30.9,28.1,25.4,26.0,87.0,84.0,2.1,210.0,11.0,1,2.1000000000000014
174,-4.9500000000000455,32.4,28.8,26.0,25.1,77.0,60.0,8.4,230.0,26.0,0,3.6999999999999993
175,-4.0499999999999545,29.5,27.4,27.4,25.9,79.0,60.0,5.1,110.0,11.3,0,1.5
176,-7.25,29.2,27.7,26.3,25.8,83.0,86.0,0.3,240.0,23.5,1,1.8999999999999986
177,-3.6499999999999773,31.2,28.9,26.3,25.4,87.0,85.0,2.4,200.0,22.3,1,3.5
178,-4.5499999999999545,31.3,29.7,28.1,26.0,92.0,84.0,0.4,220.0,24.5,1,3.6999999999999993
179,-4.350000000000023,29.1,27.5,25.3,25.4,81.0,86.0,1.1,220.0,15.7,1,2.1000000000000014
180,-5.350000000000023,32.2,29.7,28.0,26.0,75.0,69.0,6.5,200.0,16.4,1,3.6999999999999993
181,-4.9500000000000455,33.0,30.1,27.0,25.4,81.0,48.0,8.8,240.0,16.0,0,4.700000000000003
182,-4.5499999999999545,32.5,30.0,28.1,26.2,78.0,57.0,9.1,220.0,14.8,0,3.8000000000000007
183,-4.850000000000023,32.0,30.0,28.2,26.4,77.0,78.0,6.5,230.0,28.0,1,3.6000000000000014
184,-5.149999999999977,31.0,28.1,26.8,25.1,81.0,84.0,2.1,190.0,15.9,1,3.0
185,-4.9500000000000455,31.4,28.3,26.5,24.8,77.0,84.0,3.3,140.0,21.9,1,3.5
186,-6.75,35.1,31.0,26.9,25.0,74.0,58.0,10.6,180.0,8.9,0,6.0
187,-7.149999999999977,32.5,30.2,28.6,25.3,77.0,79.0,6.4,220.0,10.3,1,4.899999999999999
188,-4.850000000000023,32.0,30.3,28.3,26.2,79.0,54.0,6.3,240.0,10.9,1,4.100000000000001
189,-4.4500000000000455,32.3,29.3,27.0,24.8,81.0,56.0,9.1,170.0,9.5,0,4.5
190,-7.649999999999977,32.3,29.1,26.9,25.8,74.0,72.0,11.8,200.0,11.2,0,3.3000000000000007
191,-7.0499999999999545,33.8,30.3,28.3,26.4,81.0,87.0,5.7,230.0,21.8,0,3.900000000000002
192,-3.25,33.3,30.4,27.6,25.9,82.0,83.0,2.6,50.0,10.2,1,4.5
193,-4.9500000000000455,33.0,30.6,29.0,26.0,79.0,72.0,8.3,220.0,13.9,1,4.600000000000001
194,-6.649999999999977,33.7,29.1,27.5,25.3,79.0,78.0,5.3,20.0,23.7,1,3.8000000000000007
195,-3.5499999999999545,32.8,30.2,28.9,25.4,78.0,43.0,8.1,240.0,10.2,0,4.800000000000001
196,-5.149999999999977,33.9,30.1,27.0,24.8,76.0,49.0,8.8,10.0,10.0,1,5.300000000000001
197,-5.75,32.9,29.7,27.9,24.4,78.0,38.0,11.8,210.0,17.3,1,5.300000000000001
198,-7.4500000000000455,33.4,30.2,28.1,24.3,80.0,78.0,4.3,220.0,20.8,1,5.899999999999999
199,-4.850000000000023,32.9,30.2,28.6,25.3,79.0,57.0,10.6,230.0,19.6,1,4.899999999999999
200,-14.25,35.1,31.0,26.8,26.1,77.0,57.0,9.1,20.0,20.9,0,4.899999999999999
201,-3.75,32.3,29.2,27.8,24.6,84.0,72.0,6.2,100.0,12.0,0,4.599999999999998
202,-2.5499999999999545,31.9,28.9,26.7,25.7,84.0,81.0,3.2,60.0,6.6,1,3.1999999999999993
203,-7.75,31.1,28.7,26.9,24.5,82.0,84.0,1.6,220.0,12.1,1,4.199999999999999
204,-5.149999999999977,31.2,28.6,25.3,25.4,76.0,46.0,11.7,220.0,12.6,0,3.200000000000003
205,-3.3500000000000227,31.9,28.8,27.4,26.1,84.0,88.0,2.7,80.0,17.2,1,2.6999999999999993
206,-2.1499999999999773,30.9,27.5,25.4,25.4,89.0,82.0,1.2,110.0,16.3,1,2.1000000000000014
207,-4.149999999999977,30.2,27.9,26.3,25.3,87.0,84.0,2.1,230.0,14.0,1,2.599999999999998
208,-6.5499999999999545,31.7,28.2,27.0,25.0,88.0,80.0,2.5,230.0,14.3,1,3.1999999999999993
209,-4.350000000000023,30.6,27.2,25.5,26.6,87.0,88.0,0.2,220.0,12.5,1,0.5999999999999979
210,-6.350000000000023,32.1,29.4,27.2,24.7,84.0,86.0,1.4,220.0,12.4,1,4.699999999999999
211,-4.4500000000000455,33.0,30.3,28.0,25.2,78.0,72.0,7.2,220.0,16.0,1,5.100000000000001
212,-5.0499999999999545,32.2,28.7,26.4,24.3,79.0,78.0,9.5,220.0,9.8,1,4.399999999999999
213,-4.9500000000000455,32.5,28.6,26.6,25.3,80.0,77.0,2.4,300.0,24.4,1,3.3000000000000007
214,-4.9500000000000455,34.4,30.3,28.7,25.3,77.0,43.0,8.4,120.0,13.8,0,5.0
215,-4.850000000000023,30.6,27.8,25.2,25.2,80.0,77.0,5.7,230.0,12.4,1,2.6000000000000014
216,-14.25,32.8,29.1,26.8,26.0,84.0,51.0,7.0,200.0,11.8,1,3.1000000000000014
217,-5.149999999999977,29.8,27.8,25.5,23.3,86.0,82.0,1.9,200.0,14.1,1,4.5
218,-4.75,33.4,29.0,25.9,23.3,74.0,32.0,10.2,50.0,22.8,0,5.699999999999999
219,-7.649999999999977,34.7,30.0,29.0,26.0,84.0,83.0,0.5,230.0,16.5,1,4.0
220,-4.75,31.2,28.4,26.9,25.0,89.0,88.0,1.0,180.0,11.7,1,3.3999999999999986
221,-5.149999999999977,31.4,28.4,26.3,24.9,82.0,80.0,2.0,20.0,7.4,1,3.5
222,-4.75,31.7,28.2,26.5,24.2,87.0,87.0,2.6,220.0,13.2,1,4.0
